CL,CL_ci,CD,CD_ci,aoa
-0.28023315356081796,0.011070533538875897,0.09785297775939765,0.012935829196785585,-11.568121157001665
-0.2144913736143728,0.012287227041809052,0.06853577957407217,0.015525138484707877,-6.099059501611582
-0.0007680391233001299,0.01068508564308875,0.04885867739007862,0.0076696455159627275,-1.9996385577164184
0.07398995139159774,0.00953159417113588,0.05739081465627228,0.008889911090057321,-1.3348199670846914
0.46519267467797903,0.009475707060472788,0.05616787766119728,0.009084810793467887,3.0810784665258444
0.610180915884597,0.0045250228316688484,0.07431024337243476,0.004621689815286087,5.412846420261046
0.7430356350927991,0.009465755795905533,0.08664306372317211,0.009633413459228232,7.350324457982788
0.887298865863501,0.010638047578235603,0.10233695227784106,0.00900521264610847,9.382433604529174
0.9255655151637727,0.014238431399063743,0.17599439630813363,0.01507120428946693,11.464425166301869
0.9327251987983486,0.015877506028324398,0.18888674805756867,0.01693686866633114,12.461055790544702
0.9512282813613351,0.014573344990978988,0.2127454401843595,0.018047053186439406,13.352348165878231
0.9770715203611249,0.018103047941433924,0.22788683966364287,0.0204637541133525,14.540186234231973
1.008562675819161,0.016658847313704747,0.24447585438450992,0.018378234971297258,16.225366370508798
1.0681034642531901,0.0154900038338791,0.319919197381967,0.02298889264565519,18.29734623730859
1.0099938012961718,0.015447658557709807,0.3573016324548397,0.015144711790384626,20.224692877134817
0.9979635604848679,0.01181112128634061,0.4199851182071093,0.011605298627928523,23.03035435658158
0.9749275179241531,0.01301729603627638,0.43498425522432616,0.012174929509637398,24.54119521035482
